City,Country_code,Lat,Lng,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Preassure,Sea Level (ft)
igarka,ru,66.68856926189375,66.68856926189375,34.48,99.0,100.0,16.28,1001.0,1001.0
lokosovo,ru,61.32088757402079,61.32088757402079,49.75,38.0,5.0,12.93,1005.0,1005.0
maua,ke,1.044063619752535,1.044063619752535,59.31,91.0,99.0,3.2,1020.0,
bonoua,ci,4.6201333593164975,4.6201333593164975,75.2,94.0,40.0,3.44,1008.0,
weyburn,ca,49.33028278326563,49.33028278326563,39.2,60.0,74.0,5.75,1013.0,
gainesville,us,29.844333739737152,29.844333739737152,65.05,88.0,1.0,5.61,1022.0,
boyolangu,id,-9.309563701589397,-9.309563701589397,83.62,64.0,61.0,9.66,1011.0,1011.0
kinkala,cg,-3.9276072200313052,-3.9276072200313052,77.0,88.0,40.0,1.14,1011.0,
aktau,kz,50.00807360640272,50.00807360640272,66.2,52.0,0.0,6.71,1016.0,
tacuarembo,uy,-31.90978842276131,-31.90978842276131,48.38,86.0,0.0,0.87,1020.0,1020.0
champerico,gt,9.666305487967094,9.666305487967094,65.34,91.0,87.0,2.98,1014.0,
port pirie,au,-33.540115710211595,-33.540115710211595,69.8,49.0,37.0,8.05,1023.0,
enshi,cn,30.89748366375774,30.89748366375774,67.73,74.0,100.0,1.12,1021.0,1021.0
obo,cf,4.92862481697577,4.92862481697577,78.75,61.0,81.0,4.07,1010.0,1010.0
le port,re,-19.70161575628879,-19.70161575628879,77.11,74.0,0.0,20.71,1017.0,
pacific grove,us,28.650026464138364,28.650026464138364,51.17,66.0,1.0,3.31,1021.0,
umm kaddadah,sd,13.601055531582745,13.601055531582745,84.78,13.0,54.0,22.41,1010.0,1010.0
junqueiro,br,-9.943410536574305,-9.943410536574305,71.17,97.0,75.0,2.82,1011.0,1011.0
sakakah,sa,29.901109755451586,29.901109755451586,73.4,21.0,0.0,2.35,1020.0,
isla mujeres,mx,21.945298060749337,21.945298060749337,80.62,83.0,20.0,8.05,1016.0,
gornyy,ru,55.26730704989123,55.26730704989123,55.0,71.0,100.0,5.01,982.0,
libona,ph,8.411323593058839,8.411323593058839,82.99,80.0,63.0,7.0,1010.0,
altamont,us,42.32729904437545,42.32729904437545,40.78,80.0,1.0,4.97,1023.0,
kinshasa,cd,-4.598442565305106,-4.598442565305106,75.2,88.0,40.0,2.3,1011.0,
bimbo,cf,4.039942286676364,4.039942286676364,78.8,78.0,20.0,4.61,1008.0,
eruwa,ng,7.6942719975013745,7.6942719975013745,76.21,92.0,67.0,2.35,1008.0,1008.0
fare,pf,-15.077408747642423,-15.077408747642423,81.61,72.0,77.0,11.72,1015.0,1015.0
mandan,us,47.122887073996964,47.122887073996964,46.81,81.0,20.0,10.36,1015.0,
dalbandin,pk,28.002607806644164,28.002607806644164,92.14,12.0,87.0,2.1,1012.0,1012.0
djambala,cg,-2.3376938926083,-2.3376938926083,70.2,91.0,100.0,3.0,1011.0,1011.0
kondagaon,in,19.83555846480249,19.83555846480249,104.49,8.0,49.0,1.3,1010.0,1010.0
mocuba,mz,-15.935321107172669,-15.935321107172669,75.07,86.0,55.0,3.62,1016.0,1016.0
erzin,ru,49.08703740915945,49.08703740915945,66.0,85.0,48.0,3.36,1015.0,
nouakchott,mr,18.167532258426064,18.167532258426064,66.2,77.0,0.0,16.11,1009.0,
west bay,ky,18.55343359591201,18.55343359591201,77.92,86.0,100.0,10.69,1011.0,
jiangyou,cn,32.08695058127688,32.08695058127688,72.95,38.0,97.0,5.01,1021.0,1021.0
taldan,ru,53.3911012299163,53.3911012299163,54.37,28.0,100.0,7.54,997.0,997.0
havoysund,no,71.94609030399897,71.94609030399897,27.52,69.0,75.0,11.5,1012.0,
mango,tg,10.620781764868553,10.620781764868553,68.13,83.0,7.0,8.84,1020.0,
port-gentil,ga,-2.033204061680209,-2.033204061680209,80.6,94.0,40.0,2.3,1008.0,
hobyo,so,5.265063356733904,5.265063356733904,86.59,65.0,47.0,9.19,1012.0,1012.0
zabaykalsk,ru,47.814210430626105,47.814210430626105,37.63,32.0,95.0,20.36,1004.0,1004.0
am timan,td,11.39673322269691,11.39673322269691,88.79,31.0,64.0,3.29,1007.0,1007.0
turukhansk,ru,65.56381005029547,65.56381005029547,34.68,99.0,100.0,18.12,1002.0,1002.0
pierre,us,43.091316396954255,43.091316396954255,45.41,93.0,90.0,3.44,1015.0,
bodden town,ky,17.453899063632676,17.453899063632676,78.13,1.0,100.0,7.0,1014.0,
hofn,is,65.06185345125897,65.06185345125897,38.59,62.0,8.0,10.27,1025.0,1025.0
graaff-reinet,za,-31.882468464776082,-31.882468464776082,57.7,72.0,100.0,1.5,1016.0,1016.0
bucak,tr,37.65120131306395,37.65120131306395,61.9,51.0,0.0,3.06,1018.0,
bonavista,ca,49.21610148469864,49.21610148469864,35.76,100.0,100.0,2.3,1010.0,
dole,fr,47.35347585321415,47.35347585321415,47.14,70.0,0.0,3.51,1004.0,
aneho,tg,5.623234502504559,5.623234502504559,82.4,83.0,20.0,3.44,1008.0,
beloha,mg,-28.96057617398416,-28.96057617398416,81.48,48.0,0.0,4.94,1016.0,1016.0
ereymentau,kz,50.96185540975745,50.96185540975745,65.91,53.0,98.0,17.45,1012.0,1012.0
cristalina,br,-17.16984113212598,-17.16984113212598,60.89,73.0,34.0,4.23,1013.0,1013.0
boa vista,br,0.7583448401892099,0.7583448401892099,75.2,94.0,75.0,2.3,1011.0,
kapitanivka,ua,48.905539119548195,48.905539119548195,43.99,52.0,1.0,1.25,1021.0,1021.0
puyo,ec,-1.3835530595252266,-1.3835530595252266,64.22,99.0,100.0,0.89,1016.0,1016.0
casablanca,ma,34.3071531718157,34.3071531718157,55.4,100.0,75.0,4.61,1010.0,
sioux lookout,ca,58.54803523659933,58.54803523659933,30.2,93.0,1.0,3.44,1015.0,
kantang,th,7.0696046451757155,7.0696046451757155,91.4,58.0,40.0,5.75,1010.0,
bordighera,it,42.870603922647206,42.870603922647206,57.06,82.0,90.0,6.91,1006.0,
udachnyy,ru,69.17782452275884,69.17782452275884,31.69,90.0,22.0,9.6,1019.0,1019.0
karak,pk,30.33203419864617,30.33203419864617,60.8,51.0,0.0,5.08,1019.0,
buraydah,sa,24.248895936749932,24.248895936749932,86.0,37.0,40.0,4.61,1015.0,
basna,in,21.183734016361896,21.183734016361896,104.27,4.0,16.0,3.74,1009.0,1009.0
la rioja,ar,-30.093873402920273,-30.093873402920273,51.91,93.0,75.0,0.65,1007.0,
manado,id,3.362993574004051,3.362993574004051,82.4,74.0,40.0,6.91,1010.0,
la trinite,mq,14.819302160365282,14.819302160365282,71.26,88.0,0.0,4.61,1012.0,
atambua,id,-7.861061690256861,-7.861061690256861,81.79,51.0,20.0,3.15,1010.0,1010.0
maputo,mz,-26.52780913459609,-26.52780913459609,70.57,88.0,75.0,12.66,1016.0,
otane,nz,-42.48057469306881,-42.48057469306881,55.99,66.0,67.0,1.01,1018.0,
bilma,ne,17.42478090467013,17.42478090467013,83.25,11.0,0.0,8.97,1010.0,1010.0
skjervoy,no,72.24943702813616,72.24943702813616,28.4,80.0,40.0,8.05,1013.0,
mogadishu,so,0.6520038051056218,0.6520038051056218,87.8,62.0,75.0,9.22,1010.0,
aleppo,sy,36.481569713751185,36.481569713751185,69.84,49.0,16.0,10.18,1015.0,1015.0
birjand,ir,33.323610664237975,33.323610664237975,84.2,12.0,40.0,6.91,1019.0,
progreso,mx,23.145995209466562,23.145995209466562,80.6,69.0,75.0,9.22,1014.0,
egvekinot,ru,60.63259381198495,60.63259381198495,25.14,95.0,87.0,3.65,1016.0,1016.0
luganville,vu,-16.155445500442696,-16.155445500442696,76.73,80.0,89.0,9.06,1010.0,1010.0
nokaneng,bw,-20.284677200205948,-20.284677200205948,69.75,52.0,41.0,4.38,1014.0,1014.0
castelfidardo,it,43.47848214194002,43.47848214194002,52.41,91.0,100.0,5.93,1010.0,
ambon,id,-4.190010249870781,-4.190010249870781,87.8,66.0,40.0,6.91,1009.0,
gariaband,in,20.433658942621577,20.433658942621577,102.2,21.0,32.0,5.75,1011.0,
sladkovo,ru,55.33224802332245,55.33224802332245,58.77,40.0,69.0,13.04,1010.0,1010.0
mtwara,tz,-10.445894187086253,-10.445894187086253,77.0,94.0,75.0,9.22,1014.0,
ormara,pk,24.870250024072305,24.870250024072305,83.23,62.0,21.0,7.36,1011.0,1011.0
mizan teferi,et,6.90701338849442,6.90701338849442,73.89,60.0,73.0,0.74,1013.0,1013.0
west fargo,us,46.533084686641104,46.533084686641104,44.85,76.0,1.0,4.61,1015.0,
santa maria,cv,19.58880415152558,19.58880415152558,48.83,80.0,0.0,2.64,1019.0,1019.0
ust-kan,ru,50.47622925734524,50.47622925734524,58.64,56.0,100.0,9.4,1015.0,1015.0
chulman,ru,57.45669617171197,57.45669617171197,28.35,89.0,100.0,10.74,1012.0,1012.0
beroroha,mg,-21.896407018172027,-21.896407018172027,78.31,65.0,0.0,4.68,1016.0,1016.0
keti bandar,pk,22.95596162276658,22.95596162276658,86.34,61.0,42.0,12.97,1011.0,1011.0
quchan,ir,36.86977701870755,36.86977701870755,76.98,17.0,55.0,14.74,1016.0,1016.0
mahibadhoo,mv,3.315850378243894,3.315850378243894,83.55,74.0,73.0,7.52,1012.0,1012.0
wadi maliz,tn,36.484751333369886,36.484751333369886,55.4,88.0,0.0,3.44,1010.0,
dombarovskiy,ru,49.887210191434065,49.887210191434065,51.73,61.0,35.0,5.66,1018.0,1018.0
broome,au,-21.40017006138183,-21.40017006138183,54.55,48.0,40.0,8.05,1011.0,
san quintin,mx,22.85415432136945,22.85415432136945,54.46,74.0,4.0,12.53,1016.0,1016.0
cilegon,id,-6.0335015587553045,-6.0335015587553045,89.24,62.0,40.0,9.22,1011.0,
mitu,co,0.48863950294244773,0.48863950294244773,70.68,99.0,98.0,2.17,1011.0,1011.0
ballina,au,-29.888244097177292,-29.888244097177292,63.97,94.0,90.0,5.75,1022.0,
catamarca,ar,-29.02164522017089,-29.02164522017089,63.0,79.0,0.0,1.01,1013.0,
sisimiut,gl,64.41766521363147,64.41766521363147,31.44,89.0,27.0,5.35,1035.0,1035.0
sabla,bg,42.88592680281957,42.88592680281957,83.79,44.0,51.0,6.2,1008.0,1008.0
berdigestyakh,ru,63.21564167215175,63.21564167215175,29.12,68.0,99.0,10.38,1019.0,1019.0
kailua,us,22.329519383825073,22.329519383825073,74.71,73.0,75.0,3.44,1014.0,
careiro da varzea,br,-2.5555728278090157,-2.5555728278090157,75.2,94.0,40.0,4.61,1011.0,
jaguaruna,br,-29.379910194486442,-29.379910194486442,55.6,85.0,0.0,6.4,1017.0,1017.0
kurilsk,ru,43.67578340822851,43.67578340822851,38.14,52.0,62.0,3.49,1017.0,1017.0
gravdal,no,71.43251922827167,71.43251922827167,33.8,86.0,40.0,2.3,1015.0,
three hills,ca,51.91675889756502,51.91675889756502,36.16,48.0,100.0,8.05,1016.0,1016.0
velsk,ru,61.168303165709915,61.168303165709915,36.95,86.0,100.0,2.89,1005.0,1005.0
gravelbourg,ca,48.95006981783894,48.95006981783894,33.8,51.0,98.0,6.91,1015.0,
gasa,bt,28.056317860179306,28.056317860179306,68.63,43.0,0.0,3.0,1016.0,
muana,br,-1.4880592992176673,-1.4880592992176673,74.19,94.0,100.0,3.78,1009.0,1009.0
masvingo,zw,-19.62168637615622,-19.62168637615622,72.63,47.0,1.0,4.79,1016.0,1016.0
raga,sd,8.280818718705078,8.280818718705078,83.59,43.0,87.0,3.98,1009.0,1009.0
nome,us,68.09020954622912,68.09020954622912,31.39,86.0,1.0,5.75,1009.0,
andilamena,mg,-16.459127507888127,-16.459127507888127,68.13,84.0,68.0,7.9,1018.0,1018.0
yumen,cn,37.91255946099042,37.91255946099042,68.77,8.0,88.0,33.26,1018.0,1018.0
brae,gb,64.07119773975299,64.07119773975299,41.0,75.0,20.0,8.05,1017.0,
mount gambier,au,-59.581821962310855,-59.581821962310855,64.4,59.0,75.0,5.75,1024.0,
nakamura,jp,31.3994476112849,31.3994476112849,63.05,95.0,100.0,0.29,1018.0,1018.0
asyut,eg,24.592879775136083,24.592879775136083,60.8,67.0,0.0,9.22,1015.0,
buala,sb,2.011188545764,2.011188545764,78.57,85.0,97.0,11.52,1009.0,1009.0
college,us,71.18025368958473,71.18025368958473,42.01,33.0,75.0,6.11,1006.0,
vostok,ru,46.80265886856003,46.80265886856003,43.18,91.0,100.0,2.08,1002.0,1002.0
pahrump,us,37.73318613698582,37.73318613698582,52.38,28.0,35.0,10.22,919.0,
urengoy,ru,66.71045558324198,66.71045558324198,33.24,100.0,100.0,6.78,998.0,998.0
ayan,ru,58.02932827408725,58.02932827408725,30.87,87.0,100.0,16.46,1016.0,1016.0
florianopolis,br,-27.83424692956099,-27.83424692956099,62.6,82.0,75.0,6.91,1016.0,
alexandria,eg,30.200077457151735,30.200077457151735,60.8,94.0,1.0,5.75,1016.0,
uspenka,ru,56.61558505187105,56.61558505187105,40.08,95.0,100.0,7.27,1019.0,1019.0
zaltan,ly,33.12750611528453,33.12750611528453,65.28,82.0,100.0,12.21,1008.0,1008.0
bolobo,cd,-1.3320157648544608,-1.3320157648544608,73.83,90.0,100.0,2.19,1009.0,1009.0
aku,ng,6.574020435176891,6.574020435176891,74.89,92.0,100.0,3.89,1008.0,1008.0
abu dhabi,ae,24.908719213180916,24.908719213180916,90.93,40.0,20.0,11.5,1010.0,
bandar-e lengeh,ir,26.2288830945663,26.2288830945663,89.6,45.0,14.0,6.91,1010.0,
viedma,ar,-39.91618537522418,-39.91618537522418,61.86,62.0,87.0,10.8,1012.0,1012.0
santiago del estero,ar,-27.79108617869465,-27.79108617869465,58.48,72.0,0.0,5.73,1018.0,1018.0
hameenlinna,fi,61.09356602816226,61.09356602816226,36.36,55.0,0.0,5.75,1013.0,
nikolsk,ru,59.60128166155806,59.60128166155806,40.89,68.0,15.0,18.95,1012.0,1012.0
dong hoi,vn,17.309502687072992,17.309502687072992,83.39,72.0,68.0,8.48,1013.0,1013.0
berdyaush,ru,55.14102392877106,55.14102392877106,42.87,72.0,98.0,11.79,1013.0,1013.0
ixtapa,mx,9.843442205709863,9.843442205709863,70.68,78.0,70.0,2.13,1013.0,1013.0
ulagan,ru,51.347274457715145,51.347274457715145,46.45,88.0,100.0,2.51,1018.0,1018.0
yeppoon,au,-20.005037776906818,-20.005037776906818,75.2,53.0,90.0,9.22,1018.0,
sangar,ru,63.68601995194058,63.68601995194058,28.33,75.0,68.0,10.58,1017.0,1017.0
grabouw,za,-34.256248176469896,-34.256248176469896,55.13,94.0,0.0,6.91,1015.0,
nicoya,cr,7.050465645095002,7.050465645095002,77.23,73.0,99.0,3.94,1012.0,1012.0
itoman,jp,18.475856807410594,18.475856807410594,77.49,61.0,75.0,10.36,1015.0,
inirida,co,3.0332061978036933,3.0332061978036933,71.91,98.0,100.0,2.33,1011.0,1011.0
belmonte,br,-16.585915772641698,-16.585915772641698,68.0,94.0,40.0,3.44,1012.0,
bernau,de,52.738719969590846,52.738719969590846,42.98,57.0,33.0,5.01,1006.0,
huilong,cn,31.871455245366903,31.871455245366903,75.65,68.0,65.0,1.99,1013.0,
trincomalee,lk,11.10744521944089,11.10744521944089,88.47,60.0,71.0,4.85,1011.0,1011.0
wilmington,us,31.075684293178696,31.075684293178696,64.83,88.0,1.0,5.75,1021.0,
daman,in,20.47763275661005,20.47763275661005,90.7,51.0,0.0,8.81,1012.0,1012.0
hervey bay,au,-24.852345302296712,-24.852345302296712,73.0,69.0,12.0,4.0,1016.0,
ranong,th,9.74807943842255,9.74807943842255,84.2,89.0,40.0,3.44,1011.0,
roald,no,71.50734609140565,71.50734609140565,37.63,75.0,20.0,6.91,1015.0,
kibala,ao,-11.020055706446442,-11.020055706446442,84.2,58.0,0.0,6.91,1008.0,
norden,de,54.57989359530603,54.57989359530603,43.41,60.0,20.0,8.05,1008.0,
adre,td,13.631132911268566,13.631132911268566,81.12,12.0,10.0,18.07,1010.0,1010.0
mpika,zm,-11.385872805331815,-11.385872805331815,65.01,85.0,17.0,7.56,1015.0,1015.0
bonthe,sl,1.9007425788545191,1.9007425788545191,78.39,79.0,100.0,2.95,1009.0,1009.0
lamar,us,39.050681543280746,39.050681543280746,70.25,94.0,20.0,9.22,1010.0,
saurimo,ao,-9.13639964946438,-9.13639964946438,66.76,90.0,94.0,3.56,1013.0,1013.0
hovd,mn,44.73852315998954,44.73852315998954,62.8,20.0,99.0,2.48,1011.0,1011.0
abyek,ir,36.106270050415034,36.106270050415034,68.05,46.0,75.0,9.22,1018.0,
marana,us,32.8015388391873,32.8015388391873,56.91,41.0,75.0,4.99,1012.0,
kurchum,kz,48.822349441216346,48.822349441216346,66.79,28.0,81.0,6.04,1018.0,1018.0
itupiranga,br,-5.626891938036948,-5.626891938036948,75.2,96.0,20.0,1.41,1010.0,
zakamensk,ru,50.39747304133556,50.39747304133556,46.49,36.0,87.0,9.31,1009.0,1009.0
borovskoy,kz,53.45751881454177,53.45751881454177,50.41,62.0,97.0,9.71,1014.0,1014.0
itarema,br,0.16809828478828592,0.16809828478828592,75.27,89.0,82.0,8.39,1008.0,1008.0
ust-ilimsk,ru,58.950816545029596,58.950816545029596,40.53,51.0,10.0,4.52,1020.0,1020.0
sarangani,ph,3.825102660212764,3.825102660212764,83.14,75.0,15.0,13.22,1010.0,1010.0
mancora,pe,-3.4839543558806128,-3.4839543558806128,75.65,72.0,91.0,3.09,1012.0,1012.0
camana,pe,-17.367039377456535,-17.367039377456535,66.42,86.0,93.0,6.98,1015.0,1015.0
hastings,us,40.02193289355188,40.02193289355188,42.89,87.0,100.0,1.99,1000.0,
longyan,cn,24.7629009756255,24.7629009756255,69.33,97.0,100.0,1.39,1015.0,1015.0
port augusta,au,-29.171900185032094,-29.171900185032094,69.8,49.0,37.0,8.05,1023.0,
ust-kuyga,ru,69.63447779048971,69.63447779048971,23.58,74.0,95.0,7.18,1018.0,1018.0
khalkhal,ir,37.210456133694464,37.210456133694464,62.98,45.0,98.0,5.95,1015.0,1015.0
marsa matruh,eg,28.868302143818752,28.868302143818752,59.0,47.0,0.0,5.75,1016.0,
pangoa,pe,-12.00828145683387,-12.00828145683387,65.07,89.0,96.0,2.28,1015.0,1015.0
varhaug,no,58.38002731656246,58.38002731656246,36.68,81.0,24.0,3.89,1012.0,
tocopilla,cl,-21.17378207173499,-21.17378207173499,65.26,71.0,20.0,3.6,1016.0,1016.0
valdivia,cl,-40.082858272051084,-40.082858272051084,60.8,82.0,90.0,4.61,1018.0,
petropavlovsk-kamchatskiy,ru,51.599117675280866,51.599117675280866,46.4,61.0,40.0,11.18,1003.0,
makaha,us,21.46611545924027,21.46611545924027,74.41,73.0,90.0,4.61,1016.0,
sabang,id,8.300925750040946,8.300925750040946,83.55,73.0,95.0,8.59,1012.0,1012.0
tebingtinggi,id,3.331860108552661,3.331860108552661,87.8,70.0,40.0,9.22,1011.0,
strezhevoy,ru,60.334177270168425,60.334177270168425,50.0,46.0,0.0,8.95,1005.0,
mareeba,au,-16.34802941269109,-16.34802941269109,77.92,65.0,40.0,10.36,1014.0,
marienburg,sr,10.766815940972535,10.766815940972535,41.34,100.0,10.0,4.72,1016.0,
merauke,id,-7.8394849990989,-7.8394849990989,82.94,76.0,75.0,10.71,1009.0,1009.0
collierville,us,35.09172746763453,35.09172746763453,71.53,83.0,75.0,9.22,1014.0,
zeya,ru,54.27892647438344,54.27892647438344,55.09,47.0,88.0,11.92,998.0,998.0
amapa,br,5.6232044169327935,5.6232044169327935,70.09,99.0,92.0,1.83,1010.0,1010.0
gizo,sb,-7.085742663725327,-7.085742663725327,79.11,85.0,99.0,15.23,1010.0,1010.0
china,mx,25.367006998733586,25.367006998733586,78.67,74.0,99.0,21.18,1006.0,1006.0
zacualpan,mx,15.736257663964423,15.736257663964423,74.25,76.0,84.0,2.1,1012.0,1012.0
dzilam gonzalez,mx,25.19473421397342,25.19473421397342,76.69,77.0,11.0,7.2,1014.0,1014.0
tingo maria,pe,-9.078928090301005,-9.078928090301005,67.87,99.0,100.0,0.58,1016.0,1016.0
ingleside,us,27.079154933653584,27.079154933653584,75.49,94.0,90.0,16.11,1009.0,
ostrovnoy,ru,71.15375931559538,71.15375931559538,26.8,79.0,88.0,7.2,1007.0,1007.0
mumford,gh,-0.3273022113952493,-0.3273022113952493,81.63,84.0,86.0,5.44,1009.0,1009.0
astoria,us,45.70478689035099,45.70478689035099,44.46,87.0,75.0,3.44,1025.0,
karla,ee,58.55889104583633,58.55889104583633,37.67,81.0,75.0,8.05,1013.0,
tahta,eg,23.73876645145971,23.73876645145971,62.71,36.0,0.0,4.61,1011.0,
yingcheng,cn,24.103652437857065,24.103652437857065,73.4,49.0,0.0,4.47,1018.0,
stubbekobing,dk,54.92881536912361,54.92881536912361,44.01,100.0,65.0,11.23,1014.0,
mao,td,13.811693963796245,13.811693963796245,59.0,100.0,75.0,3.44,1007.0,
svetlaya,ru,45.852475903369225,45.852475903369225,41.7,94.0,100.0,7.74,1008.0,1008.0
nyeri,ke,-0.3628011105211755,-0.3628011105211755,64.58,79.0,83.0,6.24,1017.0,1017.0
orlik,ru,51.14492249136643,51.14492249136643,38.43,52.0,55.0,5.93,1014.0,1014.0
saint-pierre,re,-22.628979963147273,-22.628979963147273,78.73,74.0,0.0,13.8,1017.0,
oschatz,de,51.24495092425292,51.24495092425292,45.0,66.0,3.0,1.01,1008.0,
tabuk,sa,28.515742562396625,28.515742562396625,89.28,48.0,53.0,5.12,1012.0,1012.0
nusaybin,tr,36.5974049791823,36.5974049791823,77.0,29.0,0.0,9.22,1013.0,
rondonopolis,br,-16.813831965195106,-16.813831965195106,68.31,82.0,82.0,1.88,1012.0,1012.0
erenhot,cn,44.08094848894595,44.08094848894595,52.25,17.0,96.0,21.63,1007.0,1007.0
pak phanang,th,8.620048560530137,8.620048560530137,89.44,70.0,20.0,9.22,1011.0,
tuy hoa,vn,13.398975017994047,13.398975017994047,86.14,61.0,100.0,9.19,1012.0,1012.0
salalah,om,15.297270005344373,15.297270005344373,86.0,66.0,75.0,5.75,1012.0,
garowe,so,8.431989133798112,8.431989133798112,82.6,60.0,66.0,8.72,1013.0,1013.0
atherton,au,-17.975880240267514,-17.975880240267514,44.47,80.0,97.0,3.0,1010.0,
bang saphan,th,10.807507105363214,10.807507105363214,88.41,74.0,20.0,10.36,1011.0,
gigmoto,ph,15.797741965239425,15.797741965239425,83.37,61.0,75.0,6.85,1012.0,1012.0
manacapuru,br,-2.1241727383990963,-2.1241727383990963,75.2,100.0,75.0,2.3,1010.0,
praya,id,-11.30352103683552,-11.30352103683552,69.8,73.0,75.0,10.36,1012.0,
basco,ph,19.919612819777285,19.919612819777285,76.59,73.0,34.0,11.52,1014.0,1014.0
russell,nz,-27.689651836337987,-27.689651836337987,63.05,94.0,90.0,4.61,1019.0,
esmeraldas,ec,3.4480250438950435,3.4480250438950435,64.4,94.0,40.0,1.14,1016.0,
ous,ru,61.31016433227052,61.31016433227052,45.21,59.0,94.0,6.4,1004.0,1004.0
gillette,us,44.73309335682916,44.73309335682916,37.99,86.0,1.0,8.05,1017.0,
keuruu,fi,62.59559208719938,62.59559208719938,33.82,74.0,0.0,6.91,1011.0,
siocon,ph,8.254693809950695,8.254693809950695,84.25,74.0,88.0,3.15,1011.0,1011.0
muros,es,44.663338032349856,44.663338032349856,52.0,81.0,37.0,1.01,1008.0,
dakar,sn,14.942113635315081,14.942113635315081,68.0,94.0,90.0,16.11,1009.0,
salmas,ir,38.33852337773493,38.33852337773493,60.8,72.0,40.0,6.91,1019.0,
khrebtovaya,ru,56.819573327753915,56.819573327753915,35.26,49.0,33.0,6.31,1020.0,1020.0
dzaoudzi,yt,-11.489464539818798,-11.489464539818798,87.8,70.0,20.0,6.91,1013.0,
urusha,ru,55.27878611750202,55.27878611750202,46.08,53.0,99.0,13.29,1000.0,1000.0
aberfeldy,gb,56.546774727310634,56.546774727310634,40.69,82.0,75.0,1.01,1016.0,
andenes,no,72.0071899835466,72.0071899835466,33.8,86.0,75.0,17.27,1015.0,
sukhumi,ge,43.0814069782611,43.0814069782611,62.53,66.0,51.0,2.73,1016.0,1016.0
san jeronimo,mx,13.54702857777147,13.54702857777147,47.5,78.0,100.0,0.98,1018.0,1018.0
xinzhi,cn,36.988629501360066,36.988629501360066,69.37,10.0,41.0,21.47,1016.0,1016.0
coahuayana,mx,16.774708085676977,16.774708085676977,72.52,79.0,1.0,1.36,1012.0,1012.0
denpasar,id,-10.565025289910722,-10.565025289910722,86.0,62.0,20.0,10.36,1011.0,
salmo,ca,49.06627537222897,49.06627537222897,46.4,76.0,100.0,5.75,1018.0,
semnan,ir,36.0236884759709,36.0236884759709,79.18,24.0,65.0,3.83,1013.0,1013.0
hamilton,bm,31.205201916275698,31.205201916275698,69.15,46.0,90.0,10.36,1014.0,
sri aman,my,0.3503696317716418,0.3503696317716418,87.8,74.0,40.0,3.44,1010.0,
puro,ph,18.352758079490584,18.352758079490584,84.18,58.0,96.0,6.4,1012.0,1012.0
isiro,cd,3.3977598087836185,3.3977598087836185,70.03,89.0,99.0,3.04,1011.0,1011.0
sarankhola,bd,22.00782584950116,22.00782584950116,102.47,28.0,3.0,7.54,1009.0,1009.0
xiamen,cn,24.071650288827044,24.071650288827044,69.8,100.0,90.0,4.47,1015.0,
dunedin,nz,-53.40802195861571,-53.40802195861571,57.0,72.0,93.0,14.0,1013.0,
olinda,br,-8.408284030029847,-8.408284030029847,73.4,94.0,75.0,2.3,1010.0,
haljala,ee,59.728364353022755,59.728364353022755,36.59,77.0,34.0,8.9,1013.0,1013.0
makakilo city,us,5.895862872249808,5.895862872249808,76.1,69.0,20.0,11.5,1015.0,
bahir dar,et,11.500908249520208,11.500908249520208,71.08,57.0,85.0,1.39,1013.0,1013.0
monte alegre de minas,br,-18.826837930149864,-18.826837930149864,64.4,72.0,0.0,9.22,1017.0,
beatrice,us,40.12828811919968,40.12828811919968,54.45,76.0,75.0,5.75,1011.0,
jaumave,mx,23.31524141839722,23.31524141839722,77.0,85.0,88.0,8.99,1010.0,
darhan,mn,47.465143830627596,47.465143830627596,50.23,31.0,62.0,17.56,1010.0,1010.0
joshimath,in,31.714279299992626,31.714279299992626,73.29,38.0,2.0,6.44,1020.0,1020.0
agadir,ma,30.256615014947315,30.256615014947315,62.6,94.0,75.0,3.04,1009.0,
tulu bolo,et,8.44933953839319,8.44933953839319,64.45,72.0,92.0,3.94,1016.0,1016.0
nuevo progreso,mx,22.901219927697696,22.901219927697696,77.7,72.0,100.0,4.0,1012.0,
pinerolo,it,44.71048142536506,44.71048142536506,50.18,92.0,100.0,2.55,1013.0,
tombouctou,ml,16.451152844110894,16.451152844110894,83.16,16.0,12.0,10.85,1007.0,1007.0
mahon,es,38.62385191127416,38.62385191127416,59.0,100.0,75.0,3.44,1007.0,
zhaotong,cn,26.841112033868868,26.841112033868868,52.0,80.0,100.0,7.23,1021.0,1021.0
severo-yeniseyskiy,ru,59.82021836684277,59.82021836684277,40.19,85.0,64.0,8.72,1013.0,1013.0
naze,jp,24.841251695315577,24.841251695315577,77.0,65.0,40.0,11.5,1016.0,
burns lake,ca,53.60365768195689,53.60365768195689,39.2,75.0,100.0,1.14,1014.0,
cabadiangan,ph,13.099586138242387,13.099586138242387,84.94,69.0,93.0,11.95,1011.0,1011.0
ratangarh,in,24.80031273438169,24.80031273438169,102.27,7.0,0.0,12.82,1010.0,1010.0
faya,td,20.90948352275396,20.90948352275396,64.4,52.0,40.0,5.75,1024.0,
charlottesville,us,37.65929208554222,37.65929208554222,66.9,56.0,1.0,4.61,1015.0,
columbus,us,41.49650295223546,41.49650295223546,64.13,52.0,90.0,4.61,1014.0,
